FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210621;0000;7;;;
210622;0000;12;;;
210623;0000;12;;;
210624;0000;12;;;
210625;0000;8;;;
210626;0000;7;;;
210627;0000;9;;;
210628;0000;11;;;
210629;0000;20;;;
210630;0000;26;;;
210701;0000;16;;;
210702;0000;12;;;
210703;0000;21;;;
210704;0000;24;;;
210705;0000;27;;;
210706;0000;19;;;
210707;0000;11;;;
210708;0000;18;;;
210709;0000;17;;;
210710;0000;19;;;
210711;0000;18;;;
210712;0000;18;;;
210713;0000;18;;;
210714;0000;15;;;
210715;0000;12;;;
210716;0000;14;;;
210717;0000;16;;;
210718;0000;24;;;
210719;0000;23;;;
210720;0000;15;;;
210721;0000;23;;;
210722;0000;26;;;
210723;0000;24;;;
210724;0000;24;;;
210725;0000;13;;;
210726;0000;9;;;
210727;0000;10;;;
210728;0000;11;;;
210729;0000;12;;;
210730;0000;14;;;
210731;0000;13;;;
210801;0000;17;;;
210802;0000;22;;;
210803;0000;23;;;
210804;0000;17;;;
210805;0000;13;;;
210806;0000;11;;;
210807;0000;11;;;
210808;0000;10;;;
210809;0000;11;;;
210810;0000;9;;;
210811;0000;13;;;
210812;0000;14;;;
210813;0000;15;;;
210814;0000;14;;;
210815;0000;14;;;
210816;0000;17;;;
210817;0000;17;;;
210818;0000;13;;;
210819;0000;14;;;
210820;0000;13;;;
210821;0000;13;;;
210822;0000;12;;;
210823;0000;11;;;
210824;0000;8;;;
210825;0000;8;;;
210826;0000;13;;;
210827;0000;11;;;
210828;0000;12;;;
210829;0000;17;;;
210830;0000;13;;;
210831;0000;12;;;
210901;0000;9;;;
210902;0000;11;;;
210903;0000;5;;;
210904;0000;8;;;
210905;0000;10;;;
210906;0000;7;;;
210907;0000;9;;;
210908;0000;12;;;
210909;0000;15;;;
210910;0000;14;;;
210911;0000;15;;;
210912;0000;15;;;
210913;0000;11;;;
210914;0000;10;;;
210915;0000;10;;;
210916;0000;11;;;
210917;0000;12;;;
210918;0000;12;;;
210919;0000;8;;;
210920;0000;4;;;
210921;0000;9;;;
210922;0000;9;;;
210923;0000;10;;;
210924;0000;12;;;
210925;0000;13;;;
210926;0000;11;;;
210927;0000;9;;;
210928;0000;10;;;
210929;0000;11;;;
210930;0000;10;;;
211001;0000;10;;;
211002;0000;10;;;
211003;0000;13;;;
211004;0000;13;;;
211005;0000;11;;;
211006;0000;11;;;
211007;0000;14;;;
211008;0000;11;;;
211009;0000;11;;;
211010;0000;12;;;
211011;0000;12;;;
211012;0000;9;;;
211013;0000;9;;;
211014;0000;8;;;
211015;0000;11;;;
211016;0000;13;;;
211017;0000;12;;;
211018;0000;14;;;
211019;0000;16;;;
211020;0000;13;;;
211021;0000;11;;;
211022;0000;11;;;
211023;0000;10;;;
211024;0000;13;;;
211025;0000;13;;;
211026;0000;12;;;
211027;0000;14;;;
211028;0000;13;;;
211029;0000;11;;;
211030;0000;10;;;
211031;0000;11;;;
211101;0000;10;;;
211102;0000;9;;;
211103;0000;9;;;
211104;0000;8;;;
211105;0000;8;;;
211106;0000;10;;;
211107;0000;13;;;
211108;0000;12;;;
211109;0000;13;;;
211110;0000;13;;;
211111;0000;9;;;
211112;0000;7;;;
211113;0000;7;;;
211114;0000;8;;;
211115;0000;9;;;
211116;0000;9;;;
211117;0000;10;;;
211118;0000;9;;;
211119;0000;12;;;
211120;0000;9;;;
211121;0000;8;;;
211122;0000;9;;;
211123;0000;11;;;
211124;0000;10;;;
211125;0000;7;;;
211126;0000;8;;;
211127;0000;6;;;
211128;0000;8;;;
211129;0000;10;;;
211130;0000;10;;;
211201;0000;9;;;
211202;0000;9;;;
211203;0000;8;;;
211204;0000;7;;;
211205;0000;12;;;
211206;0000;9;;;
211207;0000;9;;;
211208;0000;7;;;
211209;0000;7;;;
211210;0000;10;;;
211211;0000;9;;;
211212;0000;7;;;
211213;0000;7;;;
211214;0000;7;;;
211215;0000;9;;;
211216;0000;7;;;
211217;0000;7;;;
211218;0000;6;;;
211219;0000;5;;;
211220;0000;4;;;
211221;0000;5;;;
211222;0000;6;;;
211223;0000;7;;;
211224;0000;7;;;
211225;0000;6;;;
211226;0000;6;;;
211227;0000;6;;;
211228;0000;5;;;
211229;0000;5;;;
211230;0000;3;;;
211231;0000;16;;;
220101;0000;7;;;
220102;0000;8;;;
220103;0000;6;;;
220104;0000;6;;;
220105;0000;6;;;
220106;0000;7;;;
220107;0000;7;;;
220108;0000;7;;;
220109;0000;7;;;
220110;0000;7;;;
220111;0000;6;;;
220112;0000;5;;;
220113;0000;6;;;
220114;0000;6;;;
220115;0000;5;;;
220116;0000;4;;;
220117;0000;5;;;
220118;0000;6;;;
220119;0000;7;;;
220120;0000;6;;;
220121;0000;6;;;
220122;0000;5;;;
220123;0000;6;;;
220124;0000;6;;;
220125;0000;7;;;
220126;0000;7;;;
220127;0000;7;;;
220128;0000;5;;;
220129;0000;7;;;
220130;0000;7;;;
220131;0000;6;;;
220201;0000;6;;;
220202;0000;7;;;
220203;0000;8;;;
220204;0000;8;;;
220205;0000;7;;;
220206;0000;7;;;
220207;0000;8;;;
220208;0000;8;;;
220209;0000;9;;;
220210;0000;9;;;
220211;0000;11;;;
220212;0000;8;;;
220213;0000;7;;;
220214;0000;7;;;
220215;0000;10;;;
220216;0000;9;;;
220217;0000;8;;;
220218;0000;7;;;
220219;0000;9;;;
220220;0000;11;;;
220221;0000;8;;;
220222;0000;8;;;
220223;0000;5;;;
220224;0000;7;;;
220225;0000;7;;;
220226;0000;11;;;
220227;0000;9;;;
220228;0000;9;;;
220301;0000;11;;;
220302;0000;12;;;
220303;0000;13;;;
220304;0000;12;;;
220305;0000;9;;;
220306;0000;9;;;
220307;0000;13;;;
220308;0000;9;;;
220309;0000;7;;;
220310;0000;8;;;
220311;0000;11;;;
220312;0000;12;;;
220313;0000;10;;;
220314;0000;9;;;
220315;0000;9;;;
220316;0000;7;;;
220317;0000;8;;;
220318;0000;11;;;
220319;0000;14;;;
220320;0000;10;;;
220321;0000;9;;;
220322;0000;10;;;
220323;0000;8;;;
220324;0000;9;;;
220325;0000;14;;;
220326;0000;15;;;
220327;0000;10;;;
220328;0000;;;7;
220329;0000;;;3;
220330;0000;;;2;
220331;0000;;;5;
220401;0000;14;;;
220402;0000;14;;;
220403;0000;11;;;
220404;0000;11;;;
220405;0000;12;;;
220406;0000;15;;;
220407;0000;13;;;
220408;0000;15;;;
220409;0000;11;;;
220410;0000;8;;;
220411;0000;9;;;
220412;0000;9;;;
220413;0000;11;;;
220414;0000;11;;;
220415;0000;12;;;
220416;0000;10;;;
220417;0000;9;;;
220418;0000;12;;;
220419;0000;15;;;
220420;0000;11;;;
220421;0000;9;;;
220422;0000;9;;;
220423;0000;10;;;
220424;0000;13;;;
220425;0000;10;;;
220426;0000;10;;;
220427;0000;9;;;
220428;0000;10;;;
220429;0000;16;;;
220430;0000;13;;;
220501;0000;12;;;
220502;0000;10;;;
220503;0000;11;;;
220504;0000;16;;;
220505;0000;15;;;
220506;0000;11;;;
220507;0000;12;;;
220508;0000;14;;;
220509;0000;10;;;
220510;0000;16;;;
220511;0000;20;;;
220512;0000;16;;;
220513;0000;17;;;
220514;0000;15;;;
220515;0000;13;;;
220516;0000;11;;;
220517;0000;12;;;
220518;0000;15;;;
220519;0000;22;;;
220520;0000;15;;;
220521;0000;14;;;
220522;0000;11;;;
220523;0000;14;;;
220524;0000;13;;;
220525;0000;18;;;
220526;0000;22;;;
220527;0000;17;;;
220528;0000;13;;;
220529;0000;10;;;
220530;0000;11;;;
220531;0000;18;;;
220601;0000;15;;;
220602;0000;15;;;
220603;0000;12;;;
220604;0000;18;;;
220605;0000;17;;;
220606;0000;15;;;
220607;0000;15;;;
220608;0000;13;;;
220609;0000;9;;;
220610;0000;12;;;
220611;0000;17;;;
220612;0000;17;;;
220613;0000;14;;;
220614;0000;14;;;
220615;0000;11;;;
220616;0000;9;;;
220617;0000;11;;;
220618;0000;14;;;
220619;0000;15;;;
220620;0000;16;;;
220621;0000;13;;;
220622;0000;10;;;
220623;0000;10;;;
220624;0000;12;;;
220625;0000;11;;;
220626;0000;7;;;
220627;0000;9;;;
220628;0000;12;;;
220629;0000;16;;;
220630;0000;16;;;
220701;0000;16;;;
220702;0000;14;;;
220703;0000;18;;;
220704;0000;14;;;
220705;0000;19;;;
220706;0000;17;;;
220707;0000;15;;;
220708;0000;18;;;
220709;0000;17;;;
220710;0000;12;;;
220711;0000;10;;;
220712;0000;14;;;
220713;0000;12;;;
220714;0000;9;;;
220715;0000;8;;;
220716;0000;8;;;
220717;0000;12;;;
220718;0000;18;;;
220719;0000;16;;;
220720;0000;21;;;
220721;0000;14;;;
220722;0000;11;;;
220723;0000;14;;;
220724;0000;18;;;
220725;0000;16;;;
220726;0000;12;;;
220727;0000;12;;;
220728;0000;13;;;
220729;0000;14;;;
220730;0000;14;;;
220731;0000;11;;;
220801;0000;9;;;
220802;0000;11;;;
220803;0000;10;;;
220804;0000;16;;;
220805;0000;17;;;
220806;0000;18;;;
220807;0000;14;;;
220808;0000;16;;;
220809;0000;15;;;
220810;0000;19;;;
220811;0000;22;;;
220812;0000;17;;;
220813;0000;12;;;
220814;0000;11;;;
220815;0000;12;;;
220816;0000;15;;;
220817;0000;15;;;
220818;0000;13;;;
220819;0000;18;;;
220820;0000;20;;;
220821;0000;15;;;
220822;0000;10;;;
220823;0000;11;;;
220824;0000;12;;;
220825;0000;18;;;
220826;0000;16;;;
220827;0000;15;;;
220828;0000;15;;;
220829;0000;16;;;
220830;0000;13;;;
220831;0000;11;;;
220901;0000;9;;;
220902;0000;12;;;
220903;0000;14;;;
220904;0000;17;;;
220905;0000;17;;;
220906;0000;19;;;
220907;0000;18;;;
220908;0000;11;;;
220909;0000;10;;;
220910;0000;9;;;
220911;0000;9;;;
220912;0000;10;;;
220913;0000;10;;;
220914;0000;12;;;
220915;0000;14;;;
220916;0000;18;;;
220917;0000;17;;;
220918;0000;12;;;
220919;0000;10;;;
220920;0000;10;;;
220921;0000;11;;;
220922;0000;16;;;
220923;0000;15;;;
220924;0000;11;;;
220925;0000;11;;;
220926;0000;13;;;
220927;0000;9;;;
220928;0000;10;;;
220929;0000;8;;;
220930;0000;9;;;
221001;0000;11;;;
221002;0000;9;;;
221003;0000;9;;;
221004;0000;6;;;
221005;0000;7;;;
221006;0000;13;;;
221007;0000;13;;;
221008;0000;12;;;
221009;0000;10;;;
221010;0000;9;;;
221011;0000;9;;;
221012;0000;9;;;
221013;0000;8;;;
221014;0000;8;;;
221015;0000;13;;;
221016;0000;12;;;
221017;0000;8;;;
221018;0000;11;;;
221019;0000;7;;;
221020;0000;8;;;
221021;0000;9;;;
221022;0000;9;;;
221023;0000;9;;;
221024;0000;8;;;
221025;0000;8;;;
221026;0000;7;;;
221027;0000;8;;;
221028;0000;8;;;
221029;0000;9;;;
221030;0000;8;;;
221031;0000;8;;;
221101;0000;9;;;
221102;0000;10;;;
221103;0000;13;;;
221104;0000;10;;;
221105;0000;9;;;
221106;0000;8;;;
221107;0000;7;;;
221108;0000;9;;;
221109;0000;10;;;
221110;0000;;;;
221111;0000;;;;
221112;0000;5;;;
221113;0000;6;;;
221114;0000;8;;;
221115;0000;6;;;
221116;0000;5;;;
221117;0000;6;;;
221118;0000;4;;;
221119;0000;8;;;
221120;0000;4;;;
221121;0000;6;;;
221122;0000;9;;;
221123;0000;7;;;
221124;0000;7;;;
221125;0000;6;;;
221126;0000;6;;;
221127;0000;4;;;
221128;0000;4;;;
221129;0000;5;;;
221130;0000;7;;;
221201;0000;7;;;
221202;0000;5;;;
221203;0000;8;;;
221204;0000;7;;;
221205;0000;9;;;
221206;0000;7;;;
221207;0000;7;;;
221208;0000;5;;;
221209;0000;6;;;
221210;0000;6;;;
221211;0000;4;;;
221212;0000;5;;;
221213;0000;7;;;
221214;0000;8;;;
221215;0000;9;;;
221216;0000;10;;;
221217;0000;8;;;
221218;0000;9;;;
221219;0000;8;;;
221220;0000;7;;;
221221;0000;8;;;
221222;0000;7;;;
221223;0000;7;;;
221224;0000;10;;;
221225;0000;9;;;
221226;0000;9;;;
221227;0000;9;;;
221228;0000;9;;;
221229;0000;10;;;
221230;0000;8;;;
221231;0000;8;;;
230101;0000;19;;;
230102;0000;9;;;
230103;0000;9;;;
230104;0000;11;;;
230105;0000;11;;;
230106;0000;7;;;
230107;0000;7;;;
230108;0000;6;;;
230109;0000;6;;;
230110;0000;7;;;
230111;0000;5;;;
230112;0000;7;;;
230113;0000;8;;;
230114;0000;9;;;
230115;0000;8;;;
230116;0000;7;;;
230117;0000;7;;;
230118;0000;7;;;
230119;0000;7;;;
230120;0000;7;;;
230121;0000;8;;;
230122;0000;7;;;
230123;0000;10;;;
230124;0000;8;;;
230125;0000;6;;;
230126;0000;6;;;
230127;0000;9;;;
230128;0000;6;;;
230129;0000;6;;;
230130;0000;8;;;
230131;0000;7;;;
230201;0000;6;;;
230202;0000;6;;;
230203;0000;6;;;
230204;0000;4;;;
230205;0000;5;;;
230206;0000;6;;;
230207;0000;8;;;
230208;0000;7;;;
230209;0000;11;;;
230210;0000;9;;;
230211;0000;11;;;
230212;0000;16;;;
230213;0000;17;;;
230214;0000;11;;;
230215;0000;11;;;
230216;0000;10;;;
230217;0000;;;;
230218;0000;7;;;
230219;0000;6;;;
230220;0000;3;;;
230221;0000;6;;;
230222;0000;7;;;
230223;0000;9;;;
230224;0000;8;;;
230225;0000;6;;;
230226;0000;7;;;
230227;0000;9;;;
230228;0000;11;;;
230301;0000;11;;;
230302;0000;10;;;
230303;0000;10;;;
230304;0000;9;;;
230305;0000;7;;;
230306;0000;8;;;
230307;0000;8;;;
230308;0000;9;;;
230309;0000;9;;;
230310;0000;8;;;
230311;0000;6;;;
230312;0000;6;;;
230313;0000;9;;;
230314;0000;9;;;
230315;0000;6;;;
230316;0000;7;;;
230317;0000;;;5;
230318;0000;;;2;
230319;0000;;;;
230320;0000;;;;
230321;0000;7;;;
230322;0000;6;;;
230323;0000;8;;;
230324;0000;10;;;
230325;0000;10;;;
230326;0000;11;;;
230327;0000;11;;;
230328;0000;12;;;
230329;0000;12;;;
230330;0000;9;;;
230331;0000;12;;;
230401;0000;11;;;
230402;0000;7;;;
230403;0000;9;;;
230404;0000;10;;;
230405;0000;11;;;
230406;0000;12;;;
230407;0000;11;;;
230408;0000;13;;;
230409;0000;12;;;
230410;0000;11;;;
230411;0000;10;;;
230412;0000;11;;;
230413;0000;11;;;
230414;0000;9;;;
230415;0000;10;;;
230416;0000;10;;;
230417;0000;14;;;
230418;0000;14;;;
230419;0000;15;;;
230420;0000;19;;;
230421;0000;15;;;
230422;0000;13;;;
230423;0000;13;;;
230424;0000;13;;;
230425;0000;12;;;
230426;0000;14;;;
230427;0000;15;;;
230428;0000;13;;;
230429;0000;16;;;
230430;0000;12;;;
230501;0000;13;;;
230502;0000;13;;;
230503;0000;12;;;
230504;0000;14;;;
230505;0000;13;;;
230506;0000;17;;;
230507;0000;15;;;
230508;0000;17;;;
230509;0000;17;;;
230510;0000;24;;;
230511;0000;25;;;
230512;0000;24;;;
230513;0000;18;;;
230514;0000;17;;;
230515;0000;16;;;
230516;0000;13;;;
230517;0000;13;;;
230518;0000;10;;;
230519;0000;11;;;
230520;0000;13;;;
230521;0000;12;;;
230522;0000;15;;;
230523;0000;16;;;
230524;0000;12;;;
230525;0000;13;;;
230526;0000;15;;;
230527;0000;14;;;
230528;0000;17;;;
230529;0000;21;;;
230530;0000;20;;;
230531;0000;16;;;
230601;0000;21;;;
230602;0000;21;;;
230603;0000;19;;;
230604;0000;21;;;
230605;0000;21;;;
230606;0000;23;;;
230607;0000;22;;;
230608;0000;21;;;
230609;0000;13;;;
230610;0000;10;;;
230611;0000;10;;;
230612;0000;11;;;
230613;0000;11;;;
230614;0000;13;;;
230615;0000;15;;;
230616;0000;26;;;
230617;0000;17;;;
230618;0000;15;;;
230619;0000;14;;;
230620;0000;12;;;
230621;0000;13;;;
230622;0000;13;;;
230623;0000;13;;;
230624;0000;14;;;
230625;0000;14;;;
230626;0000;13;;;
230627;0000;14;;;
230628;0000;12;;;
230629;0000;17;;;
230630;0000;20;;;
230701;0000;16;;;
230702;0000;17;;;
230703;0000;18;;;
230704;0000;15;;;
230705;0000;14;;;
230706;0000;14;;;
230707;0000;15;;;
230708;0000;10;;;
230709;0000;10;;;
230710;0000;10;;;
230711;0000;10;;;
230712;0000;11;;;
230713;0000;14;;;
230714;0000;16;;;
230715;0000;14;;;
230716;0000;17;;;
230717;0000;15;;;
230718;0000;14;;;
230719;0000;22;;;
230720;0000;20;;;
230721;0000;18;;;
230722;0000;13;;;
230723;0000;13;;;
230724;0000;10;;;
230725;0000;10;;;
230726;0000;11;;;
230727;0000;9;;;
230728;0000;12;;;
230729;0000;12;;;
230730;0000;14;;;
230731;0000;18;;;
230801;0000;14;;;
230802;0000;16;;;
230803;0000;16;;;
230804;0000;18;;;
230805;0000;17;;;
230806;0000;15;;;
230807;0000;13;;;
230808;0000;11;;;
230809;0000;13;;;
230810;0000;11;;;
230811;0000;14;;;
230812;0000;13;;;
230813;0000;12;;;
230814;0000;12;;;
230815;0000;10;;;
230816;0000;13;;;
230817;0000;12;;;
230818;0000;11;;;
230819;0000;15;;;
230820;0000;15;;;
230821;0000;15;;;
230822;0000;15;;;
230823;0000;12;;;
230824;0000;10;;;
230825;0000;11;;;
230826;0000;14;;;
230827;0000;18;;;
230828;0000;20;;;
230829;0000;16;;;
230830;0000;15;;;
230831;0000;14;;;
230901;0000;14;;;
230902;0000;15;;;
230903;0000;11;;;
230904;0000;11;;;
230905;0000;15;;;
230906;0000;11;;;
230907;0000;8;;;
230908;0000;12;;;
230909;0000;14;;;
230910;0000;14;;;
230911;0000;12;;;
230912;0000;14;;;
230913;0000;17;;;
230914;0000;18;;;
230915;0000;16;;;
230916;0000;14;;;
230917;0000;14;;;
230918;0000;12;;;
230919;0000;13;;;
230920;0000;11;;;
230921;0000;10;;;
230922;0000;12;;;
230923;0000;10;;;
230924;0000;9;;;
230925;0000;12;;;
230926;0000;12;;;
230927;0000;11;;;
230928;0000;12;;;
230929;0000;12;;;
230930;0000;15;;;
231001;0000;14;;;
231002;0000;10;;;
231003;0000;9;;;
231004;0000;10;;;
231005;0000;;;;
231006;0000;;;;
231007;0000;;;;
231008;0000;11;;;
231009;0000;11;;;
231010;0000;11;;;
231011;0000;10;;;
231012;0000;13;;;
231013;0000;15;;;
231014;0000;13;;;
231015;0000;12;;;
231016;0000;13;;;
231017;0000;15;;;
231018;0000;11;;;
231019;0000;11;;;
231020;0000;13;;;
231021;0000;10;;;
231022;0000;10;;;
231023;0000;9;;;
231024;0000;9;;;
231025;0000;9;;;
231026;0000;12;;;
231027;0000;11;;;
231028;0000;9;;;
231029;0000;10;;;
231030;0000;12;;;
231031;0000;12;;;
231101;0000;12;;;
231102;0000;10;;;
231103;0000;13;;;
231104;0000;11;;;
231105;0000;10;;;
231106;0000;9;;;
231107;0000;7;;;
231108;0000;9;;;
231109;0000;10;;;
231110;0000;9;;;
231111;0000;8;;;
231112;0000;7;;;
231113;0000;8;;;
231114;0000;8;;;
231115;0000;8;;;
231116;0000;10;;;
231117;0000;9;;;
231118;0000;8;;;
231119;0000;11;;;
231120;0000;7;;;
231121;0000;7;;;
231122;0000;7;;;
231123;0000;7;;;
231124;0000;9;;;
231125;0000;7;;;
231126;0000;7;;;
231127;0000;9;;;
231128;0000;7;;;
231129;0000;6;;;
231130;0000;6;;;
231201;0000;7;;;
231202;0000;6;;;
231203;0000;8;;;
231204;0000;9;;;
231205;0000;8;;;
231206;0000;9;;;
231207;0000;9;;;
231208;0000;9;;;
231209;0000;8;;;
231210;0000;8;;;
231211;0000;10;;;
231212;0000;10;;;
231213;0000;9;;;
231214;0000;9;;;
231215;0000;7;;;
231216;0000;6;;;
231217;0000;5;;;
231218;0000;5;;;
231219;0000;7;;;
231220;0000;5;;;
231221;0000;7;;;
231222;0000;6;;;
231223;0000;6;;;
231224;0000;7;;;
231225;0000;7;;;
231226;0000;7;;;
231227;0000;6;;;
231228;0000;7;;;
231229;0000;7;;;
231230;0000;4;;;
231231;0000;11;;;
