FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210619;0000;33;;;
210620;0000;27;;;
210621;0000;26;;;
210622;0000;47;;;
210623;0000;48;;;
210624;0000;53;;;
210625;0000;38;;;
210626;0000;33;;;
210627;0000;34;;;
210628;0000;45;;;
210629;0000;46;;;
210630;0000;54;;;
210701;0000;42;;;
210702;0000;38;;;
210703;0000;50;;;
210704;0000;50;;;
210705;0000;58;;;
210706;0000;48;;;
210707;0000;39;;;
210708;0000;46;;;
210709;0000;46;;;
210710;0000;56;;;
210711;0000;46;;;
210712;0000;76;;;
210713;0000;58;;;
210714;0000;50;;;
210715;0000;39;;;
210716;0000;40;;;
210717;0000;43;;;
210718;0000;53;;;
210719;0000;49;;;
210720;0000;44;;;
210721;0000;53;;;
210722;0000;56;;;
210723;0000;55;;;
210724;0000;59;;;
210725;0000;35;;;
210726;0000;35;;;
210727;0000;45;;;
210728;0000;45;;;
210729;0000;43;;;
210730;0000;40;;;
210731;0000;42;;;
210801;0000;45;;;
210802;0000;51;;;
210803;0000;51;;;
210804;0000;42;;;
210805;0000;44;;;
210806;0000;38;;;
210807;0000;34;;;
210808;0000;35;;;
210809;0000;41;;;
210810;0000;42;;;
210811;0000;38;;;
210812;0000;46;;;
210813;0000;51;;;
210814;0000;37;;;
210815;0000;35;;;
210816;0000;50;;;
210817;0000;51;;;
210818;0000;47;;;
210819;0000;48;;;
210820;0000;42;;;
210821;0000;42;;;
210822;0000;37;;;
210823;0000;39;;;
210824;0000;31;;;
210825;0000;41;;;
210826;0000;59;;;
210827;0000;41;;;
210828;0000;39;;;
210829;0000;43;;;
210830;0000;42;;;
210831;0000;34;;;
210901;0000;31;;;
210902;0000;27;;;
210903;0000;21;;;
210904;0000;29;;;
210905;0000;33;;;
210906;0000;33;;;
210907;0000;41;;;
210908;0000;51;;;
210909;0000;51;;;
210910;0000;47;;;
210911;0000;51;;;
210912;0000;56;;;
210913;0000;47;;;
210914;0000;39;;;
210915;0000;36;;;
210916;0000;43;;;
210917;0000;35;;;
210918;0000;33;;;
210919;0000;27;;;
210920;0000;23;;;
210921;0000;35;;;
210922;0000;36;;;
210923;0000;38;;;
210924;0000;42;;;
210925;0000;44;;;
210926;0000;31;;;
210927;0000;30;;;
210928;0000;27;;;
210929;0000;29;;;
210930;0000;30;;;
211001;0000;39;;;
211002;0000;32;;;
211003;0000;48;;;
211004;0000;44;;;
211005;0000;43;;;
211006;0000;38;;;
211007;0000;40;;;
211008;0000;42;;;
211009;0000;36;;;
211010;0000;34;;;
211011;0000;40;;;
211012;0000;34;;;
211013;0000;42;;;
211014;0000;38;;;
211015;0000;38;;;
211016;0000;47;;;
211017;0000;42;;;
211018;0000;41;;;
211019;0000;42;;;
211020;0000;35;;;
211021;0000;34;;;
211022;0000;31;;;
211023;0000;46;;;
211024;0000;44;;;
211025;0000;40;;;
211026;0000;39;;;
211027;0000;45;;;
211028;0000;42;;;
211029;0000;37;;;
211030;0000;32;;;
211031;0000;35;;;
211101;0000;32;;;
211102;0000;31;;;
211103;0000;37;;;
211104;0000;31;;;
211105;0000;35;;;
211106;0000;39;;;
211107;0000;40;;;
211108;0000;37;;;
211109;0000;41;;;
211110;0000;34;;;
211111;0000;30;;;
211112;0000;28;;;
211113;0000;28;;;
211114;0000;29;;;
211115;0000;34;;;
211116;0000;31;;;
211117;0000;33;;;
211118;0000;32;;;
211119;0000;32;;;
211120;0000;30;;;
211121;0000;30;;;
211122;0000;28;;;
211123;0000;27;;;
211124;0000;29;;;
211125;0000;27;;;
211126;0000;29;;;
211127;0000;25;;;
211128;0000;26;;;
211129;0000;37;;;
211130;0000;36;;;
211201;0000;30;;;
211202;0000;33;;;
211203;0000;32;;;
211204;0000;30;;;
211205;0000;34;;;
211206;0000;33;;;
211207;0000;31;;;
211208;0000;29;;;
211209;0000;26;;;
211210;0000;36;;;
211211;0000;35;;;
211212;0000;26;;;
211213;0000;30;;;
211214;0000;36;;;
211215;0000;37;;;
211216;0000;26;;;
211217;0000;30;;;
211218;0000;27;;;
211219;0000;24;;;
211220;0000;25;;;
211221;0000;23;;;
211222;0000;29;;;
211223;0000;38;;;
211224;0000;32;;;
211225;0000;27;;;
211226;0000;24;;;
211227;0000;26;;;
211228;0000;24;;;
211229;0000;22;;;
211230;0000;18;;;
211231;0000;40;;;
220101;0000;28;;;
220102;0000;30;;;
220103;0000;36;;;
220104;0000;29;;;
220105;0000;29;;;
220106;0000;33;;;
220107;0000;31;;;
220108;0000;32;;;
220109;0000;32;;;
220110;0000;32;;;
220111;0000;29;;;
220112;0000;27;;;
220113;0000;27;;;
220114;0000;27;;;
220115;0000;25;;;
220116;0000;21;;;
220117;0000;25;;;
220118;0000;31;;;
220119;0000;31;;;
220120;0000;33;;;
220121;0000;31;;;
220122;0000;27;;;
220123;0000;24;;;
220124;0000;28;;;
220125;0000;28;;;
220126;0000;31;;;
220127;0000;31;;;
220128;0000;25;;;
220129;0000;28;;;
220130;0000;28;;;
220131;0000;28;;;
220201;0000;26;;;
220202;0000;32;;;
220203;0000;34;;;
220204;0000;36;;;
220205;0000;31;;;
220206;0000;29;;;
220207;0000;31;;;
220208;0000;36;;;
220209;0000;32;;;
220210;0000;35;;;
220211;0000;43;;;
220212;0000;35;;;
220213;0000;28;;;
220214;0000;32;;;
220215;0000;37;;;
220216;0000;39;;;
220217;0000;35;;;
220218;0000;32;;;
220219;0000;34;;;
220220;0000;38;;;
220221;0000;35;;;
220222;0000;35;;;
220223;0000;33;;;
220224;0000;31;;;
220225;0000;34;;;
220226;0000;37;;;
220227;0000;34;;;
220228;0000;34;;;
220301;0000;48;;;
220302;0000;47;;;
220303;0000;57;;;
220304;0000;45;;;
220305;0000;33;;;
220306;0000;31;;;
220307;0000;43;;;
220308;0000;41;;;
220309;0000;37;;;
220310;0000;31;;;
220311;0000;44;;;
220312;0000;44;;;
220313;0000;36;;;
220314;0000;41;;;
220315;0000;40;;;
220316;0000;35;;;
220317;0000;38;;;
220318;0000;49;;;
220319;0000;71;;;
220320;0000;45;;;
220321;0000;39;;;
220322;0000;47;;;
220323;0000;41;;;
220324;0000;45;;;
220325;0000;61;;;
220326;0000;59;;;
220327;0000;47;;;
220328;0000;38;;;
220329;0000;34;;;
220330;0000;36;;;
220331;0000;;;46;
220401;0000;;;10;
220402;0000;;;10;
220403;0000;;;10;
220404;0000;;;20;
220405;0000;33;;;
220406;0000;34;;;
220407;0000;30;;;
220408;0000;32;;;
220409;0000;25;;;
220410;0000;17;;;
220411;0000;25;;;
220412;0000;28;;;
220413;0000;39;;;
220414;0000;29;;;
220415;0000;30;;;
220416;0000;28;;;
220417;0000;26;;;
220418;0000;28;;;
220419;0000;40;;;
220420;0000;37;;;
220421;0000;21;;;
220422;0000;20;;;
220423;0000;22;;;
220424;0000;27;;;
220425;0000;31;;;
220426;0000;31;;;
220427;0000;24;;;
220428;0000;28;;;
220429;0000;41;;;
220430;0000;31;;;
220501;0000;27;;;
220502;0000;27;;;
220503;0000;34;;;
220504;0000;33;;;
220505;0000;43;;;
220506;0000;27;;;
220507;0000;31;;;
220508;0000;47;;;
220509;0000;35;;;
220510;0000;36;;;
220511;0000;45;;;
220512;0000;35;;;
220513;0000;40;;;
220514;0000;35;;;
220515;0000;30;;;
220516;0000;33;;;
220517;0000;40;;;
220518;0000;33;;;
220519;0000;58;;;
220520;0000;39;;;
220521;0000;32;;;
220522;0000;29;;;
220523;0000;34;;;
220524;0000;35;;;
220525;0000;36;;;
220526;0000;42;;;
220527;0000;;;19;
220528;0000;;;10;
220529;0000;;;9;
220530;0000;;;21;
220531;0000;41;;;
220601;0000;55;;;
220602;0000;52;;;
220603;0000;36;;;
220604;0000;41;;;
220605;0000;40;;;
220606;0000;51;;;
220607;0000;43;;;
220608;0000;35;;;
220609;0000;28;;;
220610;0000;38;;;
220611;0000;42;;;
220612;0000;35;;;
220613;0000;36;;;
220614;0000;43;;;
220615;0000;37;;;
220616;0000;32;;;
220617;0000;45;;;
220618;0000;35;;;
220619;0000;37;;;
220620;0000;36;;;
220621;0000;29;;;
220622;0000;35;;;
220623;0000;38;;;
220624;0000;41;;;
220625;0000;27;;;
220626;0000;25;;;
220627;0000;31;;;
220628;0000;44;;;
220629;0000;42;;;
220630;0000;40;;;
220701;0000;42;;;
220702;0000;37;;;
220703;0000;37;;;
220704;0000;36;;;
220705;0000;48;;;
220706;0000;51;;;
220707;0000;43;;;
220708;0000;58;;;
220709;0000;43;;;
220710;0000;27;;;
220711;0000;47;;;
220712;0000;48;;;
220713;0000;36;;;
220714;0000;33;;;
220715;0000;31;;;
220716;0000;37;;;
220717;0000;44;;;
220718;0000;42;;;
220719;0000;35;;;
220720;0000;41;;;
220721;0000;31;;;
220722;0000;27;;;
220723;0000;31;;;
220724;0000;33;;;
220725;0000;36;;;
220726;0000;31;;;
220727;0000;36;;;
220728;0000;35;;;
220729;0000;38;;;
220730;0000;36;;;
220731;0000;25;;;
220801;0000;24;;;
220802;0000;32;;;
220803;0000;39;;;
220804;0000;41;;;
220805;0000;41;;;
220806;0000;43;;;
220807;0000;43;;;
220808;0000;46;;;
220809;0000;49;;;
220810;0000;43;;;
220811;0000;50;;;
220812;0000;40;;;
220813;0000;33;;;
220814;0000;33;;;
220815;0000;35;;;
220816;0000;52;;;
220817;0000;44;;;
220818;0000;44;;;
220819;0000;43;;;
220820;0000;45;;;
220821;0000;31;;;
220822;0000;29;;;
220823;0000;34;;;
220824;0000;34;;;
220825;0000;40;;;
220826;0000;33;;;
220827;0000;35;;;
220828;0000;36;;;
220829;0000;38;;;
220830;0000;35;;;
220831;0000;31;;;
220901;0000;32;;;
220902;0000;34;;;
220903;0000;40;;;
220904;0000;42;;;
220905;0000;44;;;
220906;0000;44;;;
220907;0000;38;;;
220908;0000;36;;;
220909;0000;36;;;
220910;0000;26;;;
220911;0000;22;;;
220912;0000;32;;;
220913;0000;41;;;
220914;0000;47;;;
220915;0000;35;;;
220916;0000;;;;
220917;0000;34;;;
220918;0000;31;;;
220919;0000;29;;;
220920;0000;32;;;
220921;0000;34;;;
220922;0000;46;;;
220923;0000;40;;;
220924;0000;28;;;
220925;0000;35;;;
220926;0000;45;;;
220927;0000;30;;;
220928;0000;35;;;
220929;0000;27;;;
220930;0000;33;;;
221001;0000;29;;;
221002;0000;30;;;
221003;0000;29;;;
221004;0000;23;;;
221005;0000;35;;;
221006;0000;49;;;
221007;0000;38;;;
221008;0000;30;;;
221009;0000;;;;
221010;0000;;;;
221011;0000;;;;
221012;0000;;;;
221013;0000;;;;
221014;0000;26;;;
221015;0000;33;;;
221016;0000;29;;;
221017;0000;23;;;
221018;0000;25;;;
221019;0000;22;;;
221020;0000;27;;;
221021;0000;28;;;
221022;0000;25;;;
221023;0000;20;;;
221024;0000;24;;;
221025;0000;24;;;
221026;0000;23;;;
221027;0000;25;;;
221028;0000;28;;;
221029;0000;28;;;
221030;0000;23;;;
221031;0000;23;;;
221101;0000;25;;;
221102;0000;38;;;
221103;0000;31;;;
221104;0000;30;;;
221105;0000;24;;;
221106;0000;21;;;
221107;0000;24;;;
221108;0000;24;;;
221109;0000;28;;;
221110;0000;23;;;
221111;0000;25;;;
221112;0000;18;;;
221113;0000;21;;;
221114;0000;28;;;
221115;0000;29;;;
221116;0000;23;;;
221117;0000;27;;;
221118;0000;26;;;
221119;0000;26;;;
221120;0000;19;;;
221121;0000;27;;;
221122;0000;44;;;
221123;0000;31;;;
221124;0000;32;;;
221125;0000;25;;;
221126;0000;18;;;
221127;0000;14;;;
221128;0000;22;;;
221129;0000;22;;;
221130;0000;29;;;
221201;0000;27;;;
221202;0000;25;;;
221203;0000;27;;;
221204;0000;23;;;
221205;0000;28;;;
221206;0000;25;;;
221207;0000;22;;;
221208;0000;15;;;
221209;0000;22;;;
221210;0000;20;;;
221211;0000;16;;;
221212;0000;27;;;
221213;0000;29;;;
221214;0000;29;;;
221215;0000;27;;;
221216;0000;32;;;
221217;0000;29;;;
221218;0000;24;;;
221219;0000;31;;;
221220;0000;24;;;
221221;0000;24;;;
221222;0000;25;;;
221223;0000;26;;;
221224;0000;30;;;
221225;0000;32;;;
221226;0000;37;;;
221227;0000;29;;;
221228;0000;36;;;
221229;0000;30;;;
221230;0000;24;;;
221231;0000;26;;;
230101;0000;39;;;
230102;0000;25;;;
230103;0000;32;;;
230104;0000;34;;;
230105;0000;41;;;
230106;0000;26;;;
230107;0000;30;;;
230108;0000;21;;;
230109;0000;22;;;
230110;0000;27;;;
230111;0000;21;;;
230112;0000;28;;;
230113;0000;33;;;
230114;0000;28;;;
230115;0000;25;;;
230116;0000;25;;;
230117;0000;25;;;
230118;0000;27;;;
230119;0000;24;;;
230120;0000;25;;;
230121;0000;30;;;
230122;0000;29;;;
230123;0000;36;;;
230124;0000;29;;;
230125;0000;29;;;
230126;0000;27;;;
230127;0000;33;;;
230128;0000;24;;;
230129;0000;23;;;
230130;0000;30;;;
230131;0000;28;;;
230201;0000;26;;;
230202;0000;25;;;
230203;0000;22;;;
230204;0000;21;;;
230205;0000;24;;;
230206;0000;21;;;
230207;0000;27;;;
230208;0000;26;;;
230209;0000;27;;;
230210;0000;23;;;
230211;0000;28;;;
230212;0000;34;;;
230213;0000;43;;;
230214;0000;34;;;
230215;0000;43;;;
230216;0000;33;;;
230217;0000;;;;
230218;0000;27;;;
230219;0000;25;;;
230220;0000;18;;;
230221;0000;19;;;
230222;0000;28;;;
230223;0000;34;;;
230224;0000;28;;;
230225;0000;22;;;
230226;0000;24;;;
230227;0000;33;;;
230228;0000;34;;;
230301;0000;34;;;
230302;0000;30;;;
230303;0000;38;;;
230304;0000;32;;;
230305;0000;28;;;
230306;0000;33;;;
230307;0000;33;;;
230308;0000;36;;;
230309;0000;38;;;
230310;0000;34;;;
230311;0000;25;;;
230312;0000;21;;;
230313;0000;37;;;
230314;0000;35;;;
230315;0000;24;;;
230316;0000;32;;;
230317;0000;26;;;
230318;0000;20;;;
230319;0000;22;;;
230320;0000;38;;;
230321;0000;24;;;
230322;0000;20;;;
230323;0000;22;;;
230324;0000;26;;;
230325;0000;29;;;
230326;0000;25;;;
230327;0000;34;;;
230328;0000;;;30;
230329;0000;;;8;
230330;0000;;;8;
230331;0000;;;15;
230401;0000;36;;;
230402;0000;22;;;
230403;0000;25;;;
230404;0000;29;;;
230405;0000;31;;;
230406;0000;33;;;
230407;0000;31;;;
230408;0000;34;;;
230409;0000;32;;;
230410;0000;33;;;
230411;0000;28;;;
230412;0000;33;;;
230413;0000;32;;;
230414;0000;26;;;
230415;0000;33;;;
230416;0000;28;;;
230417;0000;39;;;
230418;0000;45;;;
230419;0000;51;;;
230420;0000;55;;;
230421;0000;41;;;
230422;0000;32;;;
230423;0000;37;;;
230424;0000;49;;;
230425;0000;40;;;
230426;0000;38;;;
230427;0000;37;;;
230428;0000;31;;;
230429;0000;34;;;
230430;0000;31;;;
230501;0000;39;;;
230502;0000;35;;;
230503;0000;33;;;
230504;0000;36;;;
230505;0000;37;;;
230506;0000;45;;;
230507;0000;43;;;
230508;0000;48;;;
230509;0000;39;;;
230510;0000;55;;;
230511;0000;58;;;
230512;0000;62;;;
230513;0000;41;;;
230514;0000;44;;;
230515;0000;51;;;
230516;0000;38;;;
230517;0000;46;;;
230518;0000;45;;;
230519;0000;32;;;
230520;0000;36;;;
230521;0000;37;;;
230522;0000;40;;;
230523;0000;38;;;
230524;0000;47;;;
230525;0000;47;;;
230526;0000;53;;;
230527;0000;44;;;
230528;0000;43;;;
230529;0000;52;;;
230530;0000;47;;;
230531;0000;39;;;
230601;0000;57;;;
230602;0000;59;;;
230603;0000;53;;;
230604;0000;50;;;
230605;0000;57;;;
230606;0000;56;;;
230607;0000;58;;;
230608;0000;52;;;
230609;0000;42;;;
230610;0000;33;;;
230611;0000;33;;;
230612;0000;34;;;
230613;0000;35;;;
230614;0000;51;;;
230615;0000;50;;;
230616;0000;66;;;
230617;0000;45;;;
230618;0000;34;;;
230619;0000;40;;;
230620;0000;38;;;
230621;0000;34;;;
230622;0000;31;;;
230623;0000;33;;;
230624;0000;32;;;
230625;0000;34;;;
230626;0000;31;;;
230627;0000;39;;;
230628;0000;37;;;
230629;0000;45;;;
230630;0000;52;;;
230701;0000;44;;;
230702;0000;47;;;
230703;0000;50;;;
230704;0000;44;;;
230705;0000;42;;;
230706;0000;46;;;
230707;0000;42;;;
230708;0000;30;;;
230709;0000;27;;;
230710;0000;36;;;
230711;0000;30;;;
230712;0000;44;;;
230713;0000;50;;;
230714;0000;45;;;
230715;0000;37;;;
230716;0000;36;;;
230717;0000;39;;;
230718;0000;42;;;
230719;0000;50;;;
230720;0000;45;;;
230721;0000;38;;;
230722;0000;36;;;
230723;0000;32;;;
230724;0000;31;;;
230725;0000;25;;;
230726;0000;33;;;
230727;0000;28;;;
230728;0000;34;;;
230729;0000;31;;;
230730;0000;38;;;
230731;0000;45;;;
230801;0000;36;;;
230802;0000;43;;;
230803;0000;37;;;
230804;0000;41;;;
230805;0000;37;;;
230806;0000;41;;;
230807;0000;38;;;
230808;0000;35;;;
230809;0000;31;;;
230810;0000;30;;;
230811;0000;41;;;
230812;0000;35;;;
230813;0000;31;;;
230814;0000;29;;;
230815;0000;26;;;
230816;0000;36;;;
230817;0000;34;;;
230818;0000;35;;;
230819;0000;52;;;
230820;0000;37;;;
230821;0000;40;;;
230822;0000;42;;;
230823;0000;38;;;
230824;0000;31;;;
230825;0000;35;;;
230826;0000;41;;;
230827;0000;45;;;
230828;0000;44;;;
230829;0000;42;;;
230830;0000;45;;;
230831;0000;41;;;
230901;0000;44;;;
230902;0000;40;;;
230903;0000;36;;;
230904;0000;42;;;
230905;0000;47;;;
230906;0000;37;;;
230907;0000;28;;;
230908;0000;35;;;
230909;0000;48;;;
230910;0000;44;;;
230911;0000;40;;;
230912;0000;52;;;
230913;0000;68;;;
230914;0000;57;;;
230915;0000;46;;;
230916;0000;33;;;
230917;0000;32;;;
230918;0000;28;;;
230919;0000;26;;;
230920;0000;22;;;
230921;0000;22;;;
230922;0000;31;;;
230923;0000;20;;;
230924;0000;16;;;
230925;0000;23;;;
230926;0000;36;;;
230927;0000;31;;;
230928;0000;31;;;
230929;0000;31;;;
230930;0000;33;;;
231001;0000;34;;;
231002;0000;27;;;
231003;0000;24;;;
231004;0000;30;;;
231005;0000;;;;
231006;0000;;;;
231007;0000;;;;
231008;0000;29;;;
231009;0000;29;;;
231010;0000;27;;;
231011;0000;28;;;
231012;0000;33;;;
231013;0000;32;;;
231014;0000;27;;;
231015;0000;26;;;
231016;0000;29;;;
231017;0000;33;;;
231018;0000;34;;;
231019;0000;35;;;
231020;0000;35;;;
231021;0000;28;;;
231022;0000;32;;;
231023;0000;25;;;
231024;0000;28;;;
231025;0000;25;;;
231026;0000;28;;;
231027;0000;33;;;
231028;0000;29;;;
231029;0000;35;;;
231030;0000;39;;;
231031;0000;39;;;
231101;0000;29;;;
231102;0000;34;;;
231103;0000;42;;;
231104;0000;31;;;
231105;0000;26;;;
231106;0000;29;;;
231107;0000;24;;;
231108;0000;34;;;
231109;0000;37;;;
231110;0000;42;;;
231111;0000;25;;;
231112;0000;27;;;
231113;0000;38;;;
231114;0000;30;;;
231115;0000;28;;;
231116;0000;34;;;
231117;0000;29;;;
231118;0000;29;;;
231119;0000;26;;;
231120;0000;21;;;
231121;0000;24;;;
231122;0000;23;;;
231123;0000;26;;;
231124;0000;25;;;
231125;0000;22;;;
231126;0000;19;;;
231127;0000;27;;;
231128;0000;22;;;
231129;0000;21;;;
231130;0000;19;;;
231201;0000;27;;;
231202;0000;26;;;
231203;0000;22;;;
231204;0000;27;;;
231205;0000;25;;;
231206;0000;28;;;
231207;0000;23;;;
231208;0000;23;;;
231209;0000;18;;;
231210;0000;18;;;
231211;0000;29;;;
231212;0000;30;;;
231213;0000;27;;;
231214;0000;31;;;
231215;0000;26;;;
231216;0000;22;;;
231217;0000;25;;;
231218;0000;22;;;
231219;0000;28;;;
231220;0000;22;;;
231221;0000;22;;;
231222;0000;20;;;
231223;0000;17;;;
231224;0000;19;;;
231225;0000;19;;;
231226;0000;21;;;
231227;0000;24;;;
231228;0000;24;;;
231229;0000;23;;;
231230;0000;20;;;
231231;0000;23;;;
